source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/rose-cottage-in-thirumalashettyhalli-bangalore-pjid-44919/,Rose Cottage,Rose Cottage,,,46.13 - 94.94 Lac,,"2, 3, 4 BHK Apartment",,,,,"Thirumalashettyhalli, Bangalore",4,Apartment,New Project,Ready to Move,"The Rose Cottage has good connectivity and close proximity to the city center Whitefield, Prominent Schools, IT Parks, Hospitals, Malls, Markets...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sumadhura-sarang-in-whitefield-bangalore-pjid-44978/,Sumadhura Sarang,Sumadhura Sarang,,,1.62 Cr.,,3 BHK Apartment,,,,Yes,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,"All you ever want is a place to write your story. A sliver of space in the busy world where your family can find Joy, Solitude, Laughter and Love. Sar...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/oraiyan-new-city-in-kumbalgodu-bangalore-pjid-44981/,Oraiyan New City,Oraiyan New City,,,24 Lac,,Residential Plot,,,,,"Kumbalgodu, Bangalore",,Plot,New Project,Ready to Move,"Oraiyan New City is a residential development in Kumbalgodu, Bangalore, Karnataka. Oraiyan New City will provide skillfully designed plots with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/aadhya-heights-in-budigere-cross-bangalore-pjid-44986/,Aadhya Heights,Aadhya Heights,,,"Budigere Cross, Bangalore",,2 BHK Apartment,,,,Yes,"Budigere Cross, Bangalore",2,Apartment,New Project,Upcoming Projects,Aadya Heights villas in Bangalore have a vibrant architectural design and are all set to transform the project into a landmark. It marks the fusion of...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/aditya-tranquil-in-bagalur-bangalore-pjid-44987/,Aditya Tranquil,Aditya Tranquil,,,97 Lac,,2 BHK Apartment,,,,,"Bagalur, Bangalore",2,Apartment,New Project,Ready to Move,Adithya Tranquil is a Luxury 2 & 3 BHK Residential Apartments located just Off NH 7 - Int. Airport Road & opposite to the upcoming Bagalur-ORR...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/royal-county-in-j-p-nagar-bangalore-pjid-44925/,Royal County,Royal County,,,67 Lac - 2.28 Cr.,,3 BHK Apartment,,,,,"J. P. Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Royal County is an ultimate reflection of the urban chic lifestyle located in JP Nagar, Bangalore. The project hosts in its lap exclusively designed R...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/salarpuria-sattva-pipal-tree-in-magadi-road-bangalore-pjid-44948/,Salarpuria Sattva Pipal Tree,Salarpuria Sattva Pipal Tree,,,31 - 59 Lac,,Residential Plot,,,,,"Magadi Road, Bangalore",,Plot,New Project,Ready to Move,"Salarpuria Sattva Pipal Tree is a brand new plotted development project by Salarpuria Sattva in the expanding neighborhood of Magadi Road, Bangalore.T...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/tharakans-viveza-in-malur-bangalore-pjid-44841/,Tharakans Viveza,Tharakans Viveza,,,26 Lac,,Residential Plot,,,,,"Malur, Bangalore",,Plot,New Project,Ready to Move,"Viveza is fabulous, fun, family!Life is about living. Living to the fullest! It is about joy. It is about love. It is about abundance! Viveza is your ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/tru-windchimes-in-sarjapur-bangalore-pjid-44892/,Tru Windchimes,Tru Windchimes,,,1.10 Cr.,,2 BHK Apartment,,,,Yes,"Sarjapur, Bangalore",2,Apartment,New Project,Upcoming Projects,"Tru Dwelling’s Windchimes, provide you with the most ecstatic living experience possible! Inspired by the soothing nature - every tranquil eleme...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sri-sai-dev-enclave-in-budigere-bangalore-pjid-44847/,Sri Sai Dev Enclave,Sri Sai Dev Enclave,,,44 Lac,,Residential Plot,,,,,"Budigere, Bangalore",,Plot,New Project,Ready to Move,"Sri Sai Dev Enclave is a residential development in Budigere, Bangalore, Karnataka. Sri Sai Dev Enclavewill provide skillfully designed plots with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/poornapragna-layout-in-uttarahalli-bangalore-pjid-44662/,Poornapragna Layout,Poornapragna Layout,,,1.80 Cr.,,3 BHK Apartment,,,,,"Uttarahalli, Bangalore",3,Apartment,New Project,Ready to Move,"Situated in the heart of Banashankari 3rd Stage, Poorna Pragna Layout is a neighborhood in the southern part of Bangalore. Incredible connectivity to ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prestige-boulevard-in-whitefield-bangalore-pjid-44669/,Prestige Boulevard,Prestige Boulevard,,,82 Lac,,"2, 3 BHK Apartment",,,,,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,"Located near Whitefield in Bangalore, Prestige Boulevard is an upcoming residential project from Prestige Estates Projects Ltd.. The project ready-to-...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prestige-falcon-city-in-kanakapura-bangalore-pjid-44670/,Prestige Falcon City,Prestige Falcon City,,,1.05 - 2.20 Cr.,,"2, 3 BHK Apartment",,,,,"Kanakapura, Bangalore",3,Apartment,New Project,Ready to Move,"When you make Prestige Falcon City your home, you will be living in of one of the best developments in South Bangalore. This state-of-the-art compendi...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prestige-lake-vista-in-whitefield-bangalore-pjid-44672/,Prestige Lake Vista,Prestige Lake Vista,,,72.40 Lac,,3 BHK Apartment,,,,,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,"Located at Whitefield, Bangalore, Prestige Lake Vista is inspiring in design, stirring in luxury and enveloped by verdant surroundings. Prestige Lake ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prestige-ozone-in-whitefield-bangalore-pjid-44673/,Prestige Ozone,Prestige Ozone,,,5.50 - 7.20 Cr.,,"3, 4 BHK Apartment",,,,,"Whitefield, Bangalore",4,Apartment,New Project,Ready to Move,There are 4BHK apartments and 3BHK and 4BHK villas available in this project. This housing society is now ready to be called home as families have sta...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/tgp-green-paradise-in-sarjapur-road-bangalore-pjid-44698/,Tgp Green Paradise,Tgp Green Paradise,,,45 Lac,,Residential Plot,,,,,"Sarjapur Road, Bangalore",,Plot,New Project,Ready to Move,"Tgp Green Paradise is a residential development in Sarjapur Road, Bangalore. Tgp Green Paradise will provide skillfully designed plots with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/aspire-maamara-by-aspirealty-homes-in-mysore-road-bangalore-pjid-44495/,Aspire Maamara,Aspire Maamara,Aspirealty Homes,,45 Lac,,Agricultural/Farm Land,,,,,"Mysore Road, Bangalore",,Land,New Project,Ongoing Projects,"Aspire MaamaraMaamara is developed by a group called “Aspire Infra”, a firm that comprehends Maamara and believes it's a way to the future...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/navami-landmark-in-mysore-road-bangalore-pjid-44574/,Navami Landmark,Navami Landmark,,,77.08 Lac - 1.10 Cr.,,"2, 3 BHK Apartment",468,,,Yes,"Mysore Road, Bangalore",3,Apartment,New Project,Ready to Move,"Navami Landmaark, located at the heart of West Bengaluru, RR Nagar. Live next to Jnanabharathi metro station & be on time to catch the sunset back...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/palm-groves-in-chandapura-bangalore-pjid-44606/,Palm Groves,Palm Groves,,,25 - 38.77 Lac,,"2, 3 BHK Apartment",855,,,Yes,"Chandapura, Bangalore",3,Apartment,New Project,Ready to Move,"Residential project, Karsten Palm Groves in Bangalore is offering units for sale in Marsur. Check out some Apartment that suit your lifestyle and liki...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/the-greens-in-atibele-bangalore-pjid-44551/,The Greens,The Greens,,,17.71 Lac - 14.81 Cr.,,"2, 3 BHK Apartment",1711,,,Yes,"Atibele, Bangalore",3,Apartment,New Project,Upcoming Projects,"It's time to move to Adarsh GreensAdarsh Group is venturing into homes Inspired by the millennial generation- Adarsh Greens, offering new Lifestyle, w...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/oraiyan-royal-residency-in-hosahalli-bangalore-pjid-44526/,Oraiyan Royal Residency,Oraiyan Royal Residency,,,79.80 Lac,,Residential Plot,,,,,"Hosahalli, Bangalore",,Plot,New Project,Ready to Move,"Oraiyan Royal Residency is a residential development in Hosahalli, Bangalore, Karnataka. Oraiyan Royal Residency will provide skillfully designed plots with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/marvella-gokulam-in-jayanagar-bangalore-pjid-44487/,Marvella Gokulam,Marvella Gokulam,,,2.96 Cr.,,3 BHK Apartment,,,,,"Jayanagar, Bangalore",3,Apartment,New Project,Ready to Move,"Marvella Gokulam is a 3 BHK Flats & Apartments development in Jayanagar, Bangalore, Karnataka. Marvella Gokulam will provide skillfully designed homes with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mantri-espana-in-bellandur-bangalore-pjid-44307/,Mantri Espana,Mantri Espana,,,2.24 - 3.26 Cr.,,"3, 4, 5 BHK Apartment",339,,,,"Bellandur, Bangalore",5,Apartment,New Project,Ready to Move,"Now, Luxury has a new name: Mantri Espana. Uberluxe 5BHK, 7BHK, 8BHK & Penthouses homes from 5,965 sq. ft. to 10, 245 sq. ft. Inspired by breathta...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/marvella-samruddhi-in-jayanagar-1st-block-bangalore-pjid-44317/,Marvella Samruddhi,Marvella Samruddhi,,,2.83 - 2.89 Cr.,,3 BHK Apartment,,,,,"Jayanagar 1st Block, Bangalore",3,Apartment,New Project,Ready to Move,"If you’re looking for an established Real Estate Development Firm to manage a complex project, consider this a testament to our ability to deliv...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/jayani-paradise-apartment-in-mahadevapura-bangalore-pjid-44252/,Jayani Paradise Apartment,Jayani Paradise Apartment,,,83.35 - 87.90 Lac,,2 BHK Apartment,223,,,Yes,"Mahadevapura, Bangalore",2,Apartment,New Project,Ready to Move,"Situated in Mahadevapura, Paradise stands true to its name. It is a premium residential apartment project meant for those who appreciate quality, clas...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/jr-heavenly-home-in-anekal-bangalore-pjid-44228/,Jr Heavenly Home,Jr Heavenly Home,,,7.50 Lac,,Residential Plot,,,,,"Anekal, Bangalore",,Plot,New Project,Ready to Move,Jr Heavenly Homes is strategically located at Anekal with a seamless connectivity to the prominent areas of Bangalore. The units of this property are ...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/dream-meadows-in-brookefield-bangalore-pjid-44034/,Dream Meadows,Dream Meadows,,,2.65 - 5.10 Cr.,,"4, 9 BHK Apartment",,,,,"Brookefield, Bangalore",9,Apartment,New Project,Ready to Move,"Dream Meadows in Brookefield, Bangalore is a popular society in the city, it is well made and has all the amenities you need. Being sustainable as a s...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/golden-heights-in-bagalur-bangalore-pjid-44101/,Golden Heights,Golden Heights,,,11.40 Lac,,Residential Plot,,,,,"Bagalur, Bangalore",,Plot,New Project,Ready to Move,"GOLDEN HEIGHTS "" is a Premium residential layout at "" BAGALURU "" a distance that is far enough from the maddening crowd & Traffic of the city yet ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/gravity-nakshatra-in-hoskote-bangalore-pjid-44110/,Gravity Nakshatra,Gravity Nakshatra,,,83.30 Lac,,3 BHK Apartment,200,,,Yes,"Hoskote, Bangalore",3,Apartment,New Project,Ready to Move,"Introducing Gravity Nakshatra, an integrated gated community of 290 villas for sale in Hoskote that’s spread across 17.5 acres with an impressiv...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/adarsh-greens-in-kogilu-bangalore-pjid-43774/,Adarsh Greens,Adarsh Greens,,,26.54 - 70 Lac,,"1, 2 BHK Apartment",1711,,,Yes,"Kogilu, Bangalore",2,Apartment,New Project,Ready to Move,"It's time to move to Adarsh GreensAdarsh Group is venturing into homes Inspired by the millennial generation- Adarsh Greens, offering new Lifestyle, w...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/cornerstone-campan-valley-in-varthur-bangalore-pjid-43638/,Cornerstone Campan Valley,Cornerstone Campan Valley,,,1.05 - 1.80 Cr.,,4 BHK Apartment,,,,,"Varthur, Bangalore",4,Apartment,New Project,Ready to Move,"Cornerstone Campan Valley in Varthur, Bangalore East is a ready-to-move housing society. This project is a perfect combination of comfort and style, s...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/brigade-gardenia-in-j-p-nagar-bangalore-pjid-43625/,Brigade Gardenia,Brigade Gardenia,,,80 Lac - 1.75 Cr.,,"2, 3 BHK Apartment",1000,,,,"J. P. Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Brigade Gardenia in 7th Phase JP Nagar, Bangalore South is a ready-to-move housing society. It offers apartments in varied budget range. These units a...",,,
